Date,AAPL_close,AMGN_close,AXP_close,BA_close,CAT_close,CRM_close,CSCO_close,CVX_close,DIS_close,DOW_close,GS_close,HD_close,HON_close,IBM_close,INTC_close,JNJ_close,JPM_close,KO_close,MCD_close,MMM_close,MRK_close,MSFT_close,NKE_close,PG_close,TRV_close,UNH_close,V_close,VZ_close,WBA_close,WMT_close,^DJI_close
01-09-2020,131.6242676,226.4417267,98.1251297,172.1000061,136.1401672,281.25,38.06146622,72.25370026,133.5500031,40.88383865,191.2053528,264.7556763,157.5668182,100.4939346,46.19438553,138.8057404,91.11135864,44.4812355,198.8815308,143.2578735,72.69221497,220.7481384,111.4827423,127.560051,106.4499741,298.7870789,208.4832611,49.45963287,31.20016479,140.8907471,28645.66016
02-09-2020,128.8972321,232.9950409,99.97328949,174.7799988,139.1416779,276.6900024,38.4146347,72.34937286,135.3899994,42.57039642,195.4675903,267.324646,161.7881165,104.3866501,47.52228165,140.9219055,92.48522186,46.35574722,202.1916962,147.3521729,74.84465027,225.0024414,113.3854675,129.710968,109.0395203,305.864502,211.5418701,50.60500336,31.54816437,140.9766693,29100.5
03-09-2020,118.5776062,223.7788696,100.0307388,168.7700043,136.802002,265.0100098,37.08344269,71.55792236,133.2400055,41.85251999,193.159668,255.624527,156.0002594,101.3490524,45.83058167,137.0010681,92.19406891,45.71280289,199.9194641,144.5704803,73.60483551,211.0642548,109.5509186,127.6339035,107.062561,302.0345154,204.1933899,50.671875,31.48025513,137.979187,28292.73047
04-09-2020,118.6560898,224.2211456,101.1894379,171.0500031,138.1256256,254.6999969,36.96572113,71.25356293,131.9900055,42.03415298,196.3051605,250.9985046,156.3661194,99.5981369,45.54863358,136.1216125,94.18661499,46.2199173,197.9838562,144.1010437,73.38959503,208.1017456,109.1140747,127.3569794,108.1949081,297.9943542,199.9915161,50.56319046,31.31051254,136.3467865,28133.31055
08-09-2020,110.6711349,217.7039642,99.27424622,161.0800018,138.4425812,241.2700043,36.22314835,68.67927551,134.1999969,41.45466614,188.4320679,250.6261902,154.0960236,98.71046448,44.48449707,134.9031677,90.91119385,45.10607529,199.7137756,141.8409119,71.74513245,196.8443451,109.4247284,125.492218,105.568222,293.4575806,195.555069,50.1284523,30.63998604,132.1656036,27500.89063
09-09-2020,115.085434,221.6666412,99.37958527,160.7799988,142.3296356,250.4299927,36.3408699,69.60115814,133.3600006,42.5790329,188.190155,257.8677368,155.4843292,99.56555176,45.13025665,137.138443,91.77555084,45.45019531,201.7054596,144.0402069,73.07964325,205.2267151,111.5409927,127.5323563,106.2602234,298.0134277,199.4051666,50.19534302,30.00342178,133.5402374,27940.4707
10-09-2020,111.3283691,217.2165375,98.41240692,157.6900024,139.6916656,247.8000031,35.83374786,67.96612549,133.2200012,42.1206398,186.1334686,253.8281403,154.0960236,98.18112946,44.52996826,134.5825348,90.82931519,45.27813339,203.1360931,141.8235168,71.95175934,199.4765778,111.4342117,126.1938019,104.5489197,290.9264832,196.9426575,49.76896286,29.42627335,130.6000366,27534.58008
11-09-2020,109.8667603,219.5363617,98.9773941,160.2299957,143.3922729,243.1000061,36.11447144,67.56608582,131.75,43.11527252,186.9803314,257.2068481,156.1409607,98.9140625,44.8210144,135.3795624,91.95752716,46.23802567,203.846756,144.448761,72.73525238,198.1750336,114.5503769,127.5231171,106.0451431,289.1330566,196.1022797,49.98633957,29.45173836,130.4950562,27665.64063
14-09-2020,113.1627502,222.7317963,102.7215958,165.3500061,143.0939789,246.6399994,36.55820847,67.21819305,131.25,43.32285309,187.3712006,261.2279053,158.0358734,99.42711639,44.93925095,135.9017334,93.23129272,46.2928009,206.2406006,146.4394379,72.98675537,199.5154419,115.7929459,127.9754868,107.0363998,295.9327393,200.304184,50.4294281,29.79972649,131.0868988,27993.33008
15-09-2020,113.3393326,224.1760559,102.1566086,163.4900055,138.5171509,251.6799927,36.76648331,66.4006958,131.2400055,44.17045593,184.2629547,265.8167419,157.8764191,99.71217346,45.47586441,136.3964081,90.3289032,46.60318756,207.933075,144.7964783,73.03012085,202.7887268,115.783226,127.9754868,104.8762131,294.6476135,200.7048645,50.663517,29.93552208,131.1250763,27995.59961
16-09-2020,109.9942703,223.6434784,101.48629,167.4600067,140.856842,250.6000061,36.60348511,68.32270813,132.0899963,42.98554611,186.7569733,262.1401367,159.4710999,101.1617355,45.81238937,135.9475403,90.71104431,46.36583328,210.2146759,147.3521729,74.20955658,199.1657715,115.1231003,127.1169434,105.8300705,293.9667053,200.4507599,50.47123718,30.79276657,130.0750122,28032.38086
17-09-2020,108.2383575,223.9323273,100.2222672,167.5299988,143.4295654,244.5299988,36.55820847,68.5227356,130.2200012,44.08396912,181.3128662,260.5857239,159.7900391,101.731781,45.76691437,134.820755,89.67382813,46.14673996,208.1294403,149.8470154,74.2702713,197.0871735,112.958313,126.9507904,105.2970352,292.4897766,200.5876007,50.655159,31.58211136,130.4855042,27901.98047
18-09-2020,104.8050308,223.6073761,99.05400085,161.1399994,142.0500183,242.7799988,36.05108643,68.01832581,128.6300049,43.56502533,181.3407898,256.1457825,158.2516022,99.97274017,45.37582397,136.6620483,89.48275757,46.05545044,205.9694214,147.3869324,74.41769409,194.6394806,111.3080139,126.8123169,104.3712616,295.4052429,197.9882355,50.45450974,31.34446144,129.1490479,27657.41992
21-09-2020,107.9833069,219.5183105,94.00746155,156.3500061,135.4690247,245.0500031,35.35378265,66.35720825,125.4100037,41.43737411,180.5404358,253.5023499,151.3755646,97.92868805,45.22120667,132.9244232,86.71683502,44.81391144,202.3600159,140.2675171,72.09349823,196.7277832,110.0557175,126.2030487,102.351326,286.9369202,192.9459534,49.83584595,30.37687874,130.8482819,27147.69922
22-09-2020,109.6803741,223.4087677,94.30430603,156.8000031,137.1654968,247.7799988,35.6073494,65.68755341,127.2099991,41.34223557,178.3255768,254.3959045,152.6044312,98.14041138,45.43039703,132.1091003,85.77058411,45.33426666,202.3600159,141.1193848,71.92871857,201.4677429,113.4534073,127.3569794,102.164299,282.2088318,195.9850159,50.01141357,30.31747437,132.0319519,27288.17969
23-09-2020,105.0797119,218.9767151,91.50810242,151.1799927,134.5834808,235.9900055,34.66555023,62.57405853,123.2799988,40.42543411,173.2071381,248.1037292,148.9553833,96.77225494,44.4026413,132.3198547,84.37854767,44.01056671,201.0134888,138.659317,71.65988159,194.8337555,123.3940353,125.8337784,100.5184631,280.1756287,190.9133911,49.25062561,29.75728798,129.8172455,26763.13086
24-09-2020,106.1587601,216.9276733,91.40276337,146.0500031,135.2919006,237.5500031,34.27614975,62.44361496,122.4899979,40.14002228,181.5733948,247.3125458,148.9272461,96.16962433,44.71187592,132.5305176,84.30575562,44.45788574,202.0888367,139.4503784,72.11084747,197.3591156,121.1030273,126.3968887,100.8270493,280.6742859,191.0599518,49.48471069,29.73182487,130.4950562,26815.43945
25-09-2020,110.1414261,220.0870056,92.17844391,156.0299988,136.0096588,242.7400055,34.81949997,62.46971512,124,39.81999969,181.4245453,249.9653015,151.4881744,96.86998749,45.42129517,133.4374847,85.04271698,44.47613907,204.0150909,139.3200073,71.9200592,201.8562622,120.5982437,127.0430832,101.0982437,290.1113281,192.7505493,49.65192413,30.07132149,131.0391846,27173.96094
28-09-2020,112.7703781,222.9845428,94.62989807,166.0800018,137.6596069,246.6699982,35.43529129,64.29605865,125.9899979,41.06546402,185.2586975,253.4837036,154.4430542,99.13394928,46.77648926,134.7657928,87.49021149,44.98735809,205.9600372,140.5283203,71.77261353,203.4297791,120.6856003,127.4031296,103.0714035,290.8114319,195.7505035,49.6268425,30.61452675,131.0200806,27584.06055
29-09-2020,111.9169464,224.1309204,93.6052475,163.6000061,137.4079285,247.4499969,35.37189484,62.53058243,125.4000015,40.27840424,183.1368713,253.2789154,154.321106,98.4905777,46.55820084,134.7199554,86.75322723,44.65872192,204.4826355,138.920105,71.02679443,201.3123474,122.6562653,126.7107697,100.4717026,291.6937561,194.8905487,49.5265274,30.02889061,130.9150391,27452.66016
30-09-2020,113.6041794,229.4205017,95.99925995,165.2599945,139.0298004,251.3200073,35.67074585,62.61756134,124.0800018,40.69355392,187.0268707,258.491394,154.4149323,99.08506775,47.09481049,136.3872375,87.59027863,45.06951904,205.2400665,139.2417908,71.93739319,204.2942505,121.8699493,128.3078156,101.1730499,299.0016785,195.4084778,49.73553085,30.48721504,133.5593567,27781.69922
01-10-2020,114.5655136,230.530777,97.03346252,167.8600006,136.7553711,253.4499969,35.46053696,61.24343491,123.3099976,39.88054657,184.774765,258.4075928,153.542511,98.61273956,47.51319122,134.9581757,88.22717285,44.89607239,205.3335876,138.033432,70.80131531,206.3631592,122.9377823,128.5385742,100.8177032,300.2485046,198.71138,49.70208359,30.44477844,136.585434,27816.90039
02-10-2020,110.8673172,221.5222473,97.3015976,168.0800018,139.7662201,247.8500061,34.97615433,61.91310883,122.5500031,40.91843033,186.0310974,259.9806519,155.3529816,98.18926239,46.39448166,133.9687958,89.06422424,45.06039429,208.2135925,139.3982391,70.07283783,200.273056,122.9377823,127.5046463,101.5377502,299.2030945,196.864502,49.5265274,30.35990524,134.1225739,27682.81055
05-10-2020,114.2810364,231.0904388,99.48491669,171.1999969,143.0753632,251.5299988,35.25033188,63.2263298,123.3700027,42.01685715,187.7992706,262.5775757,158.2703705,99.36196899,47.0129509,135.7917786,90.94670105,45.07865524,211.3928528,141.4758301,70.454422,204.3428345,124.1706619,128.6770477,104.6517944,305.1203918,198.8970184,49.87765121,31.08134079,135.3635254,28148.64063
06-10-2020,111.0046616,228.0935822,97.44524384,159.5399933,141.2483063,250.1399994,35.25033188,62.87846375,120.9300003,41.41142654,187.1385498,257.3372192,156.5537109,99.32939148,46.72190094,133.9871063,90.01005554,44.67697906,209.5413818,141.023819,69.05818176,200.0010986,123.918251,128.8801575,104.2964401,301.5718689,195.8775024,49.71044159,30.51267433,134.2466736,27772.75977
07-10-2020,112.888092,232.5888672,98.99655151,164.6100006,144.2684937,259.980011,36.00888824,64.16557312,122.9100037,41.77468491,189.474411,263.2198486,160.9251099,101.0395889,47.90428543,135.4711914,91.58031464,45.24297333,211.7762146,144.7269287,69.41374207,203.8086243,126.2578049,129.8863678,106.4192123,309.9348145,197.8514557,49.83584595,30.97100258,134.4948273,28303.46094
08-10-2020,112.7801971,216.7200623,101.9870987,168,146.0302582,260.2200012,36.36532593,65.41794586,123.0899963,42.70877457,193.5505371,264.8301392,163.0170135,107.0822449,48.54094696,136.3964081,93.4628067,46.06457901,211.1403961,145.7874756,69.79531097,204.5370789,125.918045,130.7633514,108.1211548,309.2059326,198.3498077,50.01159668,31.46327972,134.943512,28425.50977
09-10-2020,114.7421036,213.6600189,102.2563553,167.3300018,148.1555634,265.980011,36.42016602,64.35693359,124.9800034,42.69147491,193.141037,266.1332092,163.579834,104.0690689,48.04070663,138.3018646,92.93019104,46.38409042,210.2333832,147.1696014,69.69125366,209.6170044,127.1509094,131.9357605,108.317543,314.4135437,201.9263458,50.12988663,30.84369469,136.2990723,28586.90039
12-10-2020,122.0305786,216.1965332,102.5159912,167.3500061,151.5765381,267.0700073,36.88626099,64.80047607,124.9700012,42.01685715,199.2645416,267.054718,164.4991302,103.5967255,49.00479889,139.0988617,94.06886292,46.63970184,211.4302368,146.6045685,69.69125366,215.0465698,125.6753616,133.3851318,108.9814911,316.4562988,201.6918182,50.3157692,31.34446144,137.7023315,28837.51953
13-10-2020,118.7934265,216.0430603,100.9774246,162.1399994,151.119751,266.8299866,36.38360214,63.83511734,128.9600067,41.41142654,196.1841583,270.2659302,160.9251099,101.8784027,48.95932007,135.9108734,92.54452515,45.84548569,212.5897522,144.8486328,69.99478912,216.4646759,125.4229355,133.1266327,105.568222,317.8469238,199.6592712,50.15523148,30.70789337,139.592453,28679.81055
14-10-2020,118.8817062,214.5175934,100.7851105,163.2400055,152.5086975,261.8299866,36.45671844,63.44374466,126.5899963,42.233078,196.575058,267.2222595,162.726181,102.5624619,48.70465851,135.6727142,92.03028107,45.75419617,212.8422394,146.3872528,69.82132721,214.5220947,123.9279709,132.9696655,104.7640076,308.6688843,197.5876007,49.36945343,30.47873116,137.4064178,28514
15-10-2020,118.4108582,212.1345367,100.4197083,164.2400055,153.841629,257.7200012,36.52983475,63.93078613,127.3600006,42.38876343,194.127533,267.6411133,161.9194489,101.7073746,48.97750854,134.8390656,93.40770721,45.63552094,214.7311096,146.9783783,68.5638504,213.3565369,125.2288055,132.7758026,105.3344345,311.2774658,194.9980774,49.14131165,31.94706917,137.969635,28494.19922
